time,bool,lazy,lazy_missing
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
12:00:00,true,hey,ho
